rank	word	spacy_pos	draft_gloss	final_gloss	needs_review	all_candidates
787	montón	interjection	heap, pile (collection of things laid in a body, or thrown together so as to form an elevation)		Y	[noun] heap, pile (collection of things laid in a body, or thrown together so as to form an elevation) | ton, a lot, bunch, heap, loads (a great deal; a great quantity)
788	mejores	adjective	better		L	[adj] plural of mejor || [verb] second-person singular present subjunctive of mejorar
789	creí	verb	to believe		L	[verb] first-person singular preterite indicative of creer
790	cena	noun	supper, dinner			[noun] supper, dinner || [verb] inflection of cenar:
791	sentir	verb	to feel			[verb] to feel | to regret, feel or be sorry | to hear || [noun] feeling; mood | opinion
792	través	noun	bend, turn			[noun] bend, turn
793	accidente	noun	accident (unexpected event with negative consequences)			[noun] accident (unexpected event with negative consequences) | accidental | feature || [verb] inflection of accidentar:
794	i	conjunction	obsolete spelling of y			[noun] The name of the Latin script letter I/i. || [conj] obsolete spelling of y || [verb] second-person singular voseo imperative of ir
795	ellas	pronoun	they, them (used subjectively and after prepositions; can refer to women and feminine nouns)			[pron] they, them (used subjectively and after prepositions; can refer to women and feminine nouns)
796	caja	verb	box, case		Y	[noun] box, case | bank | cash desk
797	tranquilo	adjective	calm, peaceful, tranquil, quiet			[adj] calm, peaceful, tranquil, quiet || [intj] relax! calm down! || [verb] first-person singular present indicative of tranquilar
798	bonito	adjective	pretty, cute			[adj] pretty, cute | nice, lovely, sweet, fine, charming, great || [noun] tuna; bonito | skipjack
799	eras	noun	era, age		L	[noun] plural of era || [verb] second-person singular imperfect indicative of ser
800	asi	adverb	obsolete spelling of así			[adv] misspelling of así | obsolete spelling of así
801	pudo	verb	to be able to, can		L	[verb] third-person singular preterite indicative of poder | first-person singular present indicative of pudir
802	vive	verb	to live; to be alive		L	[verb] inflection of vivar: | inflection of vivir:
803	vista	adjective	seen		L	[noun] sight, vision, eyesight (the ability to see) | sight (the act of seeing or witnessing) | appearance, look (the way something looks) || [adj] feminine singular of visto || [verb] feminine singular of visto | inflection of vestir:
804	estúpido	adjective	stupid			[adj] stupid
805	línea	noun	line (a straight path through two or more points)			[noun] line (a straight path through two or more points) | line (a piece of spoken dialogue in a script) | line (a path for electrical current)
806	caballeros	noun	plural of caballero		Y	[noun] plural of caballero
807	haremos	verb	to do		L	[verb] first-person plural future indicative of hacer
808	dan	verb	to give, to give out		L	[noun] dan || [verb] third-person plural present indicative of dar
809	quédate	verb	second-person singular imperative of quedar combined with te		Y	[verb] second-person singular imperative of quedar combined with te
810	tienda	noun	tent			[noun] tent | shop, store || [verb] inflection of tender:
811	comprar	verb	to buy (to obtain in exchange of money or goods)			[verb] to buy (to obtain in exchange of money or goods) | to buy out
812	entendido	adjective	expert			[adj] expert | knowledgeable || [intj] got it; roger that || [noun] expert || [verb] past participle of entender
813	centro	noun	center			[noun] center | center, moderate tendencies or ideas | middle || [verb] first-person singular present indicative of centrar
814	salvo	preposition	safe		Y	[adj] safe || [adv] except, apart from || [conj] unless || [verb] first-person singular present indicative of salvar
815	mes	noun	month			[noun] month
816	sol	noun	sun			[noun] sun | sunlight | sunny side (of a place)
817	tonto	noun	a fool, a stupid person			[adj] stupid | silly, foolish || [noun] a fool, a stupid person
818	hambre	noun	hunger			[noun] hunger
819	mesa	noun	table			[noun] table | dinner table | mesa || [verb] inflection of mesar:
820	respuesta	noun	reply, response, answer			[noun] reply, response, answer
821	completamente	adverb	completely			[adv] completely
822	carta	noun	letter (document)			[noun] letter (document) | map | menu (list of dishes in a restaurant)
823	totalmente	adverb	totally			[adv] totally
824	imposible	adjective	impossible			[adj] impossible | unable | out of the question
825	pruebas	noun	proof; evidence (usually in the plural)		L	[noun] plural of prueba || [verb] second-person singular present indicative of probar
826	novio	noun	boyfriend (romantic partner)			[noun] boyfriend (romantic partner) | fiancé | bridegroom, groom || [verb] first-person singular present indicative of noviar
827	normal	adjective	normal, standard, regular, fine			[adj] normal, standard, regular, fine | perpendicular || [noun] a school for becoming a teacher
828	gustan	verb	third-person plural present indicative of gustar		Y	[verb] third-person plural present indicative of gustar
829	pude	verb	to be able to, can		L	[verb] first-person singular preterite indicative of poder | inflection of pudir:
830	traje	noun	suit			[noun] suit | dress (distinctive style for particular occasion) | gown, dress (e.g. bridal gown, evening gown) || [verb] first-person singular preterite indicative of traer
831	dirección	noun	direction			[noun] direction | address | management, or running of a business or organisation
832	siete	number	seven			[num] seven || [noun] seven | butthole | tear, snag
833	dijeron	verb	to say, to tell		L	[verb] third-person plural preterite indicative of decir
834	placer	noun	pleasure; something done to please			[verb] to like (something or someone) | to please (somebody) || [noun] pleasure; something done to please | placer (place where the superficial detritus is washed for gold) | sandbank
835	sean	verb	to be (essentially or identified as)		L	[verb] inflection of ser:
836	tendrá	verb	to have; to possess		L	[verb] third-person singular future indicative of tener
837	barco	noun	boat (usually with a concave hull)			[noun] boat (usually with a concave hull)
838	blanco	adjective	white			[adj] white | white (of light skin) | argent || [noun] white (color) | target, bullseye | a white person; a person of European descent
839	profesor	noun	professor (a faculty member)			[noun] professor (a faculty member) | teacher
840	servicio	noun	service			[noun] service | public toilet | amenity
841	muchacho	adjective	boy		Y	[noun] boy
842	reunión	noun	meeting, session, appointment			[noun] meeting, session, appointment | powwow | collection, gathering, collecting (e.g. of data, evidence, statistics, funds)
843	dejado	adjective	sloppy, lax (person)			[adj] sloppy, lax (person) || [verb] past participle of dejar
844	ley	noun	law (a well-established characteristic of nature)			[noun] law (a well-established characteristic of nature) | law (body of rules issued by a legislative body) | law (particular piece of legislation)
845	quisiera	verb	first/third-person singular imperfect subjunctive of querer		Y	[verb] first/third-person singular imperfect subjunctive of querer
846	hubo	verb	have; forms the perfect aspect		L	[verb] third-person singular preterite indicative of haber
847	programa	noun	programme, program			[noun] programme, program | show, programme | program || [verb] inflection of programar:
848	carrera	noun	race			[noun] race | run (act of running) | run
849	cumpleaños	noun	birthday			[noun] birthday
850	muchachos	noun	boy		L	[noun] plural of muchacho
851	culo	noun	ass, arse, booty, rear, behind, butt, buttocks			[noun] ass, arse, booty, rear, behind, butt, buttocks | anus | meaty area around the anus (in various animal species) || [adj] cowardly, gutless
852	canción	noun	song			[noun] song
853	hermosa	adjective	gorgeous, beautiful, handsome, lovely		L	[adj] feminine singular of hermoso
854	universidad	noun	university, (US) college			[noun] university, (US) college
855	boda	noun	wedding			[noun] wedding
856	decirme	verb	infinitive of decir combined with me			[verb] infinitive of decir combined with me
857	cualquiera	pronoun	anyone, whoever, whomever			[pron] anyone, whoever, whomever || [det] any, whatever, whichever || [noun] a person of no importance; a nobody, zero | a female prostitute
858	tengas	noun	second-person singular present subjunctive of tener		Y	[verb] second-person singular present subjunctive of tener
859	hacía	verb	to do		L	[verb] first/third-person singular imperfect indicative of hacer
860	estés	noun	inflection of estar		Y	[verb] inflection of estar:
861	sala	noun	room (a separate part of a building)			[noun] room (a separate part of a building) | large hall | ward (section of a hospital) || [verb] inflection of salar:
862	llevo	verb	to take somewhere (most of the time away from the speaker)		L	[verb] first-person singular present indicative of llevar
863	decisión	noun	decision			[noun] decision
864	espere	verb	to hope		L	[verb] inflection of esperar:
865	don	noun	sir, master, lord			[noun] sir, master, lord | a title of respect to a man, prefixed to first names | gentleman
866	necesario	adjective	necessary, requisite			[adj] necessary, requisite
867	sal	verb	salt; table salt		Y	[noun] salt; table salt | salt | bad luck, misfortune || [verb] second-person singular imperative of salir
868	entra	verb	to enter; to come in; to get in; to go in; to get inside; to come on in		L	[verb] inflection of entrar:
869	prisa	noun	hurry, rush, urgency			[noun] hurry, rush, urgency
870	carajo	adjective	cock		Y	[noun] cock | (un carajo) shit (US), jackshit (US), sod all (UK), bugger all (UK) | (al carajo) hell || [intj] shit! fuck! | used as an intensifier, similar to the fuck
871	embargo	noun	embargo			[noun] embargo | trade embargo | distraint || [verb] first-person singular present indicative of embargar
872	interesante	adjective	interesting			[adj] interesting
873	tendrás	noun	second-person singular future indicative of tener		Y	[verb] second-person singular future indicative of tener
874	escuchar	verb	to listen to, to hear out			[verb] to listen to, to hear out | to listen | to hear
875	abuela	noun	grandmother, female equivalent of abuelo			[noun] grandmother, female equivalent of abuelo | old woman
876	hicieron	verb	to do		L	[verb] third-person plural preterite indicative of hacer
877	detective	verb	detective		Y	[noun] detective
878	horrible	adjective	horrible			[adj] horrible
879	suelo	noun	dirt, earth, ground, soil			[noun] dirt, earth, ground, soil | floor, ground || [verb] first-person singular present indicative of solar | first-person singular present indicative of soler: “I usually”
880	fotos	noun	photo, photograph		L	[noun] plural of foto
881	cárcel	noun	prison			[noun] prison
882	acá	noun	high quality		Y	[adv] here (in the speaker's location) | as of, up to (used with a time phrase to represent continuity up to the present) || [adj] high quality
883	siéntate	noun	second-person singular imperative of sentar combined with te		Y	[verb] second-person singular imperative of sentar combined with te
884	decía	verb	to say, to tell		L	[verb] first/third-person singular imperfect indicative of decir
885	intentando	verb	gerund of intentar			[verb] gerund of intentar
886	vámonos	noun	first-person plural imperative of ir combined with nos		Y	[verb] first-person plural imperative of ir combined with nos
887	maldición	noun	curse			[noun] curse || [intj] damn, curses
888	silencio	noun	silence			[noun] silence | rest || [verb] first-person singular present indicative of silenciar
889	muerta	adjective	dead		L	[adj] feminine singular of muerto || [verb] feminine singular of muerto
890	capaz	adjective	able, capable			[adj] able, capable || [adv] maybe, perhaps
891	salió	verb	to go out, to leave, to depart, to head out		L	[verb] third-person singular preterite indicative of salir
892	club	noun	club (an association of members joining together for some common purpose, especially sports or recreation)			[noun] club (an association of members joining together for some common purpose, especially sports or recreation)
893	terminar	verb	to (cause to) finish, to (cause to) end, to (cause to) terminate, to (cause to) conclude			[verb] to (cause to) finish, to (cause to) end, to (cause to) terminate, to (cause to) conclude | to finish, to end, to terminate, to be over, to conclude (of a thing) | to end up, to wind up, to turn out
894	temo	verb	first-person singular present indicative of temar		Y	[verb] first-person singular present indicative of temar | first-person singular present indicative of temer
895	broma	noun	joke, prank, practical joke			[noun] joke, prank, practical joke | banter (plural) | shipworm
896	gobierno	noun	government			[noun] government || [verb] first-person singular present indicative of gobernar
897	prometo	noun	first-person singular present indicative of prometer		Y	[verb] first-person singular present indicative of prometer
898	cámara	noun	room			[noun] room | camera | chamber
899	media	number	half (one of two equal parts of any whole)		L	[noun] half (one of two equal parts of any whole) | synonym of cuarto, half-fanega (a traditional unit of dry measure equivalent to about 27.8 L) | stocking (long thin leggings worn by women) || [adj] feminine singular of medio || [verb] inflection of mediar:
900	terrible	adjective	terrible, awful, horrible (very bad)			[adj] terrible, awful, horrible (very bad) | appalling (shocking, causing consternation) | terrific (very great or intense)
901	llamó	verb	to summon, to call		L	[verb] third-person singular preterite indicative of llamar
902	regalo	noun	present, gift			[noun] present, gift || [verb] first-person singular present indicative of regalar | second-person singular voseo imperative of regar combined with lo
903	amable	adjective	kind, amiable, gracious			[adj] kind, amiable, gracious | affable
904	dulce	verb	candy, sweet		Y	[adj] sweet (having a pleasant taste, especially induced by sugar) | sweet (having a pleasant disposition) | fresh (without salt) || [noun] candy, sweet | sweet food, dessert | thick jelly or fudge
905	muertos	noun	a dead person, deceased		L	[adj] masculine plural of muerto || [noun] plural of muerto || [verb] masculine plural of muerto
906	querías	noun	second-person singular imperfect indicative of querer		Y	[verb] second-person singular imperfect indicative of querer
907	ataque	noun	attack (an attempt to damage an opponent or enemy)			[noun] attack (an attempt to damage an opponent or enemy) | attack, offensive | attack (the sudden onset of a disease or condition) || [verb] inflection of atacar:
908	das	noun	inflection of dar		Y	[verb] inflection of dar:
909	navidad	noun	Christmas present			[name] alternative letter-case form of Navidad || [noun] Christmas present
910	negocios	noun	business, enterprise (commercial enterprise or establishment)		L	[noun] plural of negocio
911	pudiera	verb	to be able to, can		L	[verb] first/third-person singular imperfect subjunctive of poder | first/third-person singular imperfect subjunctive of pudir
912	ocho	number	eight (8)			[num] eight (8) || [noun] eight | figure of eight (knot) | butthole; anus
913	avión	noun	aeroplane, airplane, plane			[noun] aeroplane, airplane, plane | hopscotch | martin, swallow
914	investigación	noun	investigation			[noun] investigation | research
915	acabó	verb	third-person singular preterite indicative of acabar		Y	[verb] third-person singular preterite indicative of acabar
916	juro	noun	ownership			[noun] ownership || [verb] first-person singular present indicative of jurar
917	mantener	verb	to keep			[verb] to keep | to maintain, to support | to sustain, to preserve, to retain, to uphold
918	ejército	noun	army			[noun] army
919	papel	noun	paper			[noun] paper | role
920	partes	noun	genitalia			[noun] genitalia | plural of parte || [verb] second-person singular present indicative of partir
921	ten	verb	second-person singular imperative of tener		Y	[verb] second-person singular imperative of tener
922	gracioso	adjective	funny, amusing			[adj] funny, amusing | silly (playful, giggly) | facetious, cute || [noun] joker | gracioso (bawdy clown or jester in 16th-century Spanish comedy)
923	diría	verb	to say, to tell		L	[verb] first/third-person singular conditional of decir
924	principio	noun	principle			[noun] principle | cause, origin | beginning, start, outset, get-go || [verb] first-person singular present indicative of principiar
925	delante	adverb	in front of, before (spatially)			[adv] in front of, before (spatially) | forward, forwards (with hacia preceding it) | ahead (with por preceding it) || [prep] in front of (used with possessive pronouns)
926	teniente	noun	lieutenant			[noun] lieutenant | deputy | having, holding
927	deseo	verb	desire, wish		Y	[noun] desire, wish || [verb] first-person singular present indicative of desear
928	vayas	noun	joke; taunt		L	[noun] plural of vaya || [verb] second-person singular present subjunctive of ir
929	nave	noun	ship, vessel (with a concave hull)			[noun] ship, vessel (with a concave hull) | ellipsis of nave espacial (“craft, spaceship, spacecraft”) or nave estelar (“starship”) | nave, aisle
930	sale	verb	to go out, to leave, to depart, to head out		L	[intj] ok || [verb] third-person singular present indicative of salir | inflection of salar:
931	basura	noun	trash, waste, garbage, rubbish, nonsense			[noun] trash, waste, garbage, rubbish, nonsense | something trashy or undesirable
932	vine	verb	Senses relating to literal movement.		L	[verb] first-person singular preterite indicative of venir
933	contacto	noun	contact			[noun] contact || [verb] first-person singular present indicative of contactar
934	esposo	adjective	husband		Y	[noun] husband || [verb] first-person singular present indicative of esposar
935	tren	noun	train			[noun] train | extravagance
936	encontramos	verb	to meet		L	[verb] first-person plural present/preterite indicative of encontrar
937	dale	verb	OK, okey dokey, right		Y	[intj] OK, okey dokey, right | do it, get it, "give it", go ahead, go for it, go on, hit it || [verb] inflection of dar:
938	verdadero	adjective	true, real			[adj] true, real | honest || [noun] a person who tells the truth
939	tuya	pronoun	yours		L	[det] feminine singular of tuyo || [pron] feminine singular of tuyo || [noun] (Thuja) thuja | tuya
940	alma	noun	soul			[noun] soul | web (strip of material between flanges) || [adj] feminine singular of almo
941	hazlo	verb	second-person singular imperative of hacer combined with lo		Y	[verb] second-person singular imperative of hacer combined with lo
942	disculpa	noun	excuse			[noun] excuse | apology || [intj] sorry || [verb] inflection of disculpar:
943	junto	adjective	together			[adj] together | joined | next to || [adv] together | together, (in) total || [prep] next to, together with, alongside (+ a) | along with, together with, alongside (+ con) | in conjunction with (+ con) || [verb] first-person singular present indicative of juntar
944	anda	verb	a bier or small platform, when carried by people (usually 4 or more individuals) to move a corpse or religious image		Y	[noun] a bier or small platform, when carried by people (usually 4 or more individuals) to move a corpse or religious image || [intj] interjection to express surprise, wow, wait | come on || [verb] inflection of andar:
945	tendré	adjective	first-person singular future indicative of tener		Y	[verb] first-person singular future indicative of tener
946	matrimonio	noun	matrimony (sacrament)			[noun] matrimony (sacrament) | marriage | wedding (the ceremony) || [verb] first-person singular present indicative of matrimoniar
947	saberlo	verb	infinitive of saber combined with lo			[verb] infinitive of saber combined with lo
948	locura	noun	madness, craziness			[noun] madness, craziness | an act of madness (i.e., an act based on a lack of judgement or reasoning; an act causing surprise due to its anomalous nature) | nuts, crazy, insane (translatable as an interjection)
949	oro	noun	gold.			[noun] gold. | or | A suit in a Spanish deck of cards. || [adj] or || [verb] first-person singular present indicative of orar
950	permiso	noun	permission			[noun] permission | license | leave (absence from work) || [intj] alternative form of con permiso || [verb] first-person singular present indicative of permisar
951	director	noun	director			[noun] director | conductor (of a musical ensemble) | principal, headmaster
952	peligro	noun	peril, danger			[noun] peril, danger || [verb] first-person singular present indicative of peligrar
953	libertad	noun	liberty, freedom			[noun] liberty, freedom | latitude, leeway || [verb] second-person plural imperative of libertar
954	alegro	verb	first-person singular present indicative of alegrar		Y	[verb] first-person singular present indicative of alegrar
955	baja	adjective	short (of little height)		L	[noun] casualty, loss | drop, fall, reduction | sick leave (absence for illness) || [verb] inflection of bajar: || [adj] feminine singular of bajo
956	tendremos	verb	to have; to possess		L	[verb] first-person plural future indicative of tener
957	derecha	adjective	straight (not crooked or bent; having a constant direction throughout its length)		L	[noun] right (direction) | right (ensemble of right-wing political parties; political conservatives as a group) || [adj] feminine singular of derecho
958	encuentra	verb	to meet		L	[verb] inflection of encontrar:
959	pies	noun	foot (a part of the body)		L	[noun] plural of pie || [verb] second-person singular voseo present subjunctive of piar
960	segunda	adjective	second (after the first)		L	[noun] second gear | double meaning || [adj] feminine singular of segundo || [verb] inflection of segundar:
961	maravilloso	adjective	wonderful, marvelous			[adj] wonderful, marvelous
962	espacio	noun	space (distance between things)			[noun] space (distance between things) | space (physical extent across two or three dimensions) | space (physical extent in all directions; the universe beyond the earth's atmosphere) || [verb] first-person singular present indicative of espaciar
963	rato	adjective	a while, bit (a short period of time)		Y	[noun] a while, bit (a short period of time) | time | male rat
964	abuelo	noun	grandfather			[noun] grandfather | an elderly person | loose tufts of hair in the nape when one's hair is messed up
965	esperaba	verb	to hope		L	[verb] first/third-person singular imperfect indicative of esperar
966	mirando	verb	gerund of mirar			[verb] gerund of mirar
967	salud	noun	health			[noun] health || [intj] bless you (said to somebody who has sneezed) | cheers (the usual toast when drinking alcohol) | greetings!
968	sorpresa	noun	surprise (something not expected)			[noun] surprise (something not expected) | upset (unexpected victory)
969	ninguno	pronoun	nobody; no one			[det] no; none || [pron] nobody; no one | none; neither, any
970	miren	verb	to look at (to try to see, to pay attention to with one’s eyes)		L	[verb] inflection of mirar:
971	triste	adjective	sad, saddened, blue, gloomy, unhappy, joyless, triste			[adj] sad, saddened, blue, gloomy, unhappy, joyless, triste | dismal, dreary, glum, miserable, melancholic | sorrowful, mournful
972	aun	adverb	even (implying an extreme example in the case mentioned)			[adv] even (implying an extreme example in the case mentioned) | still, yet
973	pensado	adjective	past participle of pensar		Y	[verb] past participle of pensar
974	maestro	noun	master			[noun] master | craftsman, handyman, contractor, construction worker | a male teacher || [adj] master | expert
975	según	preposition	according to			[prep] according to | as, just as, the same way | depending on
976	infierno	noun	hell			[noun] hell
977	podrían	verb	to be able to, can		L	[verb] third-person plural conditional of poder
978	tipos	noun	kind, type, sort, manner		L	[adj] masculine plural of tipo || [noun] plural of tipo
979	tía	verb	female equivalent of tío: aunt; the sister, sister-in-law or female cousin or cousin-in-law of either parent		Y	[noun] female equivalent of tío: aunt; the sister, sister-in-law or female cousin or cousin-in-law of either parent | girl, woman, chick
980	crimen	noun	crime			[noun] crime
981	conocido	adjective	known			[adj] known | well-known, famous, renowned | familiar || [noun] acquaintance, known person | friend || [verb] past participle of conocer
982	consejo	noun	advice, counsel, piece of advice			[noun] advice, counsel, piece of advice | council, board || [verb] first-person singular present indicative of consejar
983	ante	preposition	in front of, before			[prep] in front of, before | against, compared to || [noun] elk | suede | tapir (large odd-toed ungulate with a long prehensile upper lip)
984	iglesia	noun	church			[noun] church
985	intento	noun	attempt			[noun] attempt || [verb] first-person singular present indicative of intentar
986	mayoría	noun	majority			[noun] majority
987	doy	verb	to give, to give out		L	[verb] first-person singular present indicative of dar
988	hicimos	verb	to do		L	[verb] first-person plural preterite indicative of hacer
989	escena	noun	scene			[noun] scene | stage | cutscene
990	piso	noun	floor, ground (surface of the earth)			[noun] floor, ground (surface of the earth) | floor, story, storey (level of a building) | flat, apartment || [verb] first-person singular present indicative of pisar
991	señal	verb	sign		Y	[noun] sign | landmark | signal
992	honor	noun	honor			[noun] honor
993	llamas	noun	flame		L	[noun] plural of llama || [verb] second-person singular present indicative of llamar
994	abre	verb	to open, open up		L	[verb] inflection of abrir:
995	cerebro	noun	brain			[noun] brain | nerd
996	veras	noun	truth; reality			[noun] truth; reality | serious things | plural of vera || [adj] feminine plural of vero
997	viendo	verb	gerund of ver			[verb] gerund of ver
998	pone	verb	to put, to put up, to place, to lay		L	[verb] third-person singular present indicative of poner
999	pregunto	noun	first-person singular present indicative of preguntar		Y	[verb] first-person singular present indicative of preguntar
1000	cocina	noun	kitchen			[noun] kitchen | stove, cooker, range | cuisine || [verb] inflection of cocinar:
